split,city,n_samples,task,scope,model_rmse_pw,prior_rmse_pw,delta_rmse_pw,model_mae_pw,prior_mae_pw,delta_mae_pw,n_pixels
val,Cleveland,150,path_loss,los,1.4193362540784824,1.8049625179832958,-0.38562626390481336,0.7533355567634886,1.1729747211255148,-0.4196391643620262,23957821
val,Cleveland,150,path_loss,nlos,2.8004850493214004,3.045323295107776,-0.2448382457863758,1.7357041676561393,2.0702938368381596,-0.33458966918202027,2352718
val,Cleveland,150,delay_spread,overall,19.722288465568493,20.593390506150488,-0.8711020405819951,6.04489344002957,5.238621521753716,0.8062719182758542,33050330
val,Cleveland,150,delay_spread,los,17.451617777857138,18.613134137463497,-1.1615163596063596,6.852861866590455,6.126936510106658,0.7259253564837973,23957821
val,Cleveland,150,delay_spread,nlos,24.72608906369752,25.073060605306704,-0.34697154160918586,3.915980381811637,2.898003658767633,1.0179767230440042,9092509
val,Cleveland,150,angular_spread,overall,12.093049440225096,14.658717047185066,-2.5656676069599698,5.5350639967607735,5.564779563093621,-0.029715566332847665,33050330
val,Cleveland,150,angular_spread,los,12.552466010130265,15.814068194689746,-3.2616021845594805,6.755180031423768,7.039220498704786,-0.2840404672810184,23957821
val,Cleveland,150,angular_spread,nlos,10.789257375322908,11.050420334094206,-0.2611629587712976,2.320184253319801,1.6797802521279195,0.6404040011918815,9092509
test,Copenhagen,220,path_loss,overall,1.7814115362058918,2.0522032418339915,-0.27079170562809973,1.0389439596526784,1.3259303135707008,-0.2869863539180224,33452679
test,Copenhagen,220,path_loss,los,1.6117138516443037,1.8818067871244955,-0.27009293548019175,0.9505306196534581,1.22811693031683,-0.2775863106633719,30356070
test,Copenhagen,220,path_loss,nlos,2.9695202898752844,3.2837321722672073,-0.3142118823919229,1.9056602173495498,2.2847952374008678,-0.37913502005131794,3096609
test,Copenhagen,220,delay_spread,overall,27.261122629961555,29.340447620877782,-2.079324990916227,8.247882165474183,7.796745189442291,0.45113697603189173,45461140
test,Copenhagen,220,delay_spread,los,26.36515060730268,29.306337571164047,-2.941186963861366,10.368624390854942,10.17192547770306,0.1966989131518826,30356070
test,Copenhagen,220,delay_spread,nlos,28.97806569641865,29.408876864729574,-0.4308111683109246,3.985909236783397,3.023438154398797,0.9624710823845999,15105070
test,Copenhagen,220,angular_spread,overall,11.913553019881371,14.54393592074424,-2.630382900862868,5.369336880011698,5.439240154304039,-0.06990327429234089,45461140
test,Copenhagen,220,angular_spread,los,13.348361262710332,16.738981627939385,-3.3906203652290525,7.19613798538686,7.584122171524303,-0.3879841861374427,30356070
test,Copenhagen,220,angular_spread,nlos,8.31207375577531,8.574835710412595,-0.26276195463728413,1.6980859662258971,1.1287545152000706,0.5693314510258265,15105070
train,Dalian,105,path_loss,overall,2.1160917873425293,2.3968531830280617,-0.2807613956855324,1.1892810093416724,1.5510207106080696,-0.3617397012663972,15759116
train,Dalian,105,path_loss,los,1.7824244484467338,2.059111628907509,-0.2766871804607751,0.9539974437430612,1.313031342303483,-0.3590338985604218,13158699
train,Dalian,105,path_loss,nlos,3.32569167762287,3.6551834936599628,-0.32949181603709254,2.3798691020712375,2.7553008159026455,-0.37543171383140805,2600417
train,Dalian,105,delay_spread,overall,33.40816244678681,35.285618910513456,-1.877456463726645,11.564880075015386,10.6924939590284,0.8723861159869859,22632690
train,Dalian,105,delay_spread,los,29.905346291987076,32.91488693980581,-3.009540647818735,14.86625049864827,14.411943982835993,0.4543065158122772,13158699
train,Dalian,105,delay_spread,nlos,37.73772391270449,38.33593591494085,-0.5982120022363588,6.979511611592934,5.526442849248633,1.4530687623443015,9473991
train,Dalian,105,angular_spread,overall,13.600760112986931,16.4815098331742,-2.8807497201872696,6.676052384708799,6.910842278221237,-0.2347898935124375,22632690
